0 percent below those of,1-23-3409664,244.89,low
0 percent decline in earnings,1-14-2517120,185.41,declin
0 percent decline in its,1-14-9796096,202.95,declin
0 percent decline in profit,1-16-1977216,135.43,declin
0 percent decline in profits,1-15-8062080,155.23,declin
0 percent decline in second-quarter,1-18-1962624,149.15,declin
0 percent decline in the,1-23-474240,40.0,declin
0 percent drop from the,1-16-2675200,396.35,drop
0 percent drop in earnings,1-15-860928,185.76,drop
0 percent drop in first-quarter,1-22-6836352,394.0,drop
0 percent drop in fourth-quarter,1-19-457216,144.17,drop
0 percent drop in global,1-66-335616,60.0,drop
0 percent drop in its,1-17-2142592,198.3,drop
0 percent drop in march,1-69-4156288,50.0,drop
0 percent drop in net,1-17-2701952,190.91,drop
0 percent drop in profits,1-14-2011264,185.58,drop
0 percent drop in revenue,1-66-5902464,515.0,drop
0 percent drop in second-quarter,1-13-7157376,214.5,drop
0 percent drop in software,1-60-8940032,35.0,drop
0 percent drop in the,1-49-77824,60.0,drop
0 percent drop in third-quarter,1-15-1938304,149.18,drop
0 percent lower than in,1-14-8266368,187.83,lower
0 percent slide in the,1-8-4596480,449.62,slide
0 points lower at 0,1-21-4659712,83.76,lower
0 to 0 cents lower,1-23-4170880,198.66,lower
0% decline in revenue from,1-19-1065216,190.04,declin
0% drop in net income,1-25-1870208,135.38,drop
0-month libor fell to 0,1-59-4367872,171.0,fell
0-point drop in the dow,1-9-1218432,529.04,drop
0-point plunge in the dow,1-19-5333376,462.99,plunge
0-year low on march 0,1-50-1831296,84.0,low
0-year lows as analysts debate,1-23-1867776,1457.0,low
0-year lows in early march,1-46-4146560,358.0,low
0-year note was down less,1-59-7779968,839.0,down
a $0 0 billion loss,1-20-4842112,77.0,loss
a $0 0 million loss,1-23-1738880,208.39,loss
a $0 million loss for,1-23-3154304,62.0,loss
a 0 0 loss at,1-19-2149888,240.62,loss
a 0 0 percent decline,1-24-6403456,35.0,declin
a 0 0 percent drop,1-5-3198080,85.0,drop
a 0 0 percent fall,1-55-8412288,30.0,fall
a 0 0 percent plunge,1-23-7672960,281.0,plunge
a 0 0% decline in,1-18-1551616,354.81,declin
a 0 0% drop in,1-26-9156480,305.16,drop
a 0 per cent decline,1-28-7344640,196.65,declin
a 0 per cent drop,1-14-2828416,232.0,drop
a 0 per cent fall,1-29-1174656,207.85,fall
a 0 percent decline in,1-18-5104768,70.0,declin
a 0 percent decrease in,1-15-5732224,319.12,decrease
a 0 percent drop from,1-24-610432,35.0,drop
a 0 percent drop in,1-5-3784192,110.0,drop
a 0 percent plunge in,1-14-7184128,304.14,plunge
a 0 percent slide in,1-9-8137472,304.34,slide
a 0% drop in net,1-16-6833920,310.04,drop
a 0% drop in profits,1-16-5739520,289.71,drop
a 0% drop in second,1-15-1104128,304.62,drop
a 0-point drop in the,1-11-48640,614.57,drop
a 0-year low on march,1-51-4659712,69.0,low
a contraction of about 0,1-66-1072512,407.0,contraction
a decline in its ratings,1-46-2534144,783.0,declin
a decline in the value,1-72-9951744,30.0,declin
a decline of 0 0,1-14-3750144,443.36,declin
a decrease in the average,1-73-1143040,312.0,decrease
a drop in quarterly profit,1-73-3553152,1061.0,drop
a drop in the dow,1-24-6775552,570.29,drop
a drop of 0 0,1-49-2232576,55.0,drop
a drop of 0 0%,1-12-3947136,416.65,drop
a drop of 0 percent,1-16-1614848,411.68,drop
a fall in demand for,1-27-9730432,30.0,fall
a first quarter loss of,1-56-3879040,40.0,loss
a first-quarter loss and said,1-72-8677376,389.0,loss
a first-quarter loss of $0,1-79-4238976,389.0,loss
a first-quarter loss of nearly,1-72-4097920,389.0,loss
a first-quarter loss that was,1-47-3793920,429.0,loss
a first-quarter net loss of,1-50-3217536,499.0,loss
a fourth-quarter loss of $0,1-26-2855168,484.0,loss
a fourth-quarter loss that was,1-57-8225024,430.0,loss
a fourth-quarter net loss of,1-19-5883008,485.0,loss
a growing array of debt-securitized,1-27-1104128,432.6,growing%debt
a loss for its fiscal,1-75-3801216,1416.0,loss
a loss for the first,1-45-2628992,75.0,loss
a loss in its first,1-76-4275456,30.0,loss
a loss in the first,1-38-9910400,50.0,loss
a loss of $0 0,1-3-2879488,267.0,loss
a loss of $0 million,1-3-5506048,217.0,loss
a loss of 0 0,1-18-7663232,60.0,loss
a loss of 0 billion,1-27-7094144,391.05,loss
a loss of 0 cents,1-57-4555136,55.0,loss
a loss of 0 points,1-22-8334464,388.18,loss
a loss of more than,1-33-3874176,50.0,loss
a loss of nearly 0,1-12-3796352,416.3,loss
a low fixed rate today,1-36-5301760,1037.0,low
a nearly 0 percent drop,1-66-3954432,50.0,drop
a negative impact on the,1-66-9022720,992.0,negative
a net loss for the,1-37-1106560,65.0,loss
a net loss of $0,1-5-5275008,147.0,loss
a net loss of 0,1-20-6330496,408.65,loss
a new record low of,1-32-6167552,30.0,low
a pedestrian bridge in downtown,1-73-9555328,938.0,down
a plunge in stocks prompted,1-24-7157376,304.78,plunge
a quarterly net loss of,1-56-1281664,1066.0,loss
a record low and the,1-61-148352,30.0,low
a record low in april,1-52-8908416,60.0,low
a record low in february,1-20-9139456,1245.0,low
a record low in housing,1-66-4071168,30.0,low
a record low in january,1-39-6401024,75.0,low
a record low near zero,1-60-7704576,459.0,low
a record low of 0,1-20-5929216,130.0,low
a record low of between,1-63-8431744,30.0,low
a second consecutive quarterly loss,1-43-1451904,1622.0,loss
a session low of $0,1-73-7597568,787.0,low
a sharp decline in demand,1-27-6977408,1262.0,declin
a sharp decline in the,1-23-1077376,1262.0,declin
a sharp downturn in the,1-58-3022976,2330.0,down
a sharp drop in orders,1-76-3874176,2092.0,drop
a sharp drop in quarterly,1-16-6945792,2283.0,drop
a slower pace than in,1-62-7057664,1139.0,lower
a steep drop in its,1-58-6624768,329.0,drop
a steep drop in revenue,1-70-1782656,324.0,drop
a steep drop in sales,1-52-6218624,344.0,drop
a stronger yen brings down,1-19-3847424,202.18,down
advancing issues led declines 0,1-22-8465792,66.98,declin
advancing issues outnumbered decliners by,1-19-5048832,161.94,declin
advancing issues outnumbered declines by,1-18-5498752,769.0,declin
advancing issues outnumbered declining ones,1-23-1534592,69.61,declin
advantage of low refi rates,1-52-3954432,852.0,low
affected by the economic downturn,1-72-8623872,2221.0,down
after the collapse of lehman,1-61-4669440,1187.0,collapse
after the october market plunge,1-19-989824,341.2,plunge
after the stock market crash,1-24-6865536,353.12,crash
after the stock market plunge,1-7-2086656,432.66,plunge
air traffic slowed to a,1-67-2772480,1168.0,slow
all natural hair loss products,1-32-6041088,1894.0,loss
all of 0 declined 0%,1-18-2884352,245.87,declin
american spirit when facing unemployment,1-74-5214208,2931.0,facing
amid the global economic downturn,1-28-2193664,1128.0,down
amid the global economic slowdown,1-37-2879488,796.0,down
an all-time low of 0,1-27-8426880,295.0,low
an operating loss of $0,1-76-8297984,57.0,loss
analysts expected a loss of,1-59-1872640,45.0,loss
analysts say are consumer worries,1-67-2227712,649.0,worries
analysts were expecting a loss,1-55-7743488,565.0,loss
and a decline in dvd,1-71-7534336,863.0,declin
and a drop in european,1-55-8429312,30.0,drop
and are hit by a,1-67-2913536,35.0,hit
and fears that participants might,1-78-9424000,1640.0,fear
and france cac-0 fell 0,1-66-2597376,1585.0,fell
and graphics are not included,1-25-8076672,330.26,are not
and industrial output declining at,1-68-5031808,2471.0,declin
and it may hurt the,1-34-5002624,927.0,hurt
and its yield fell to,1-38-5413632,558.0,fell
and nasdaq 0 futures fell,1-73-3837696,759.0,fell
and the stock market plunge,1-9-642048,564.4,plunge
and were below fair value,1-16-1293824,2689.0,below
anniversary of the crash of,1-23-8475520,701.61,crash
another round of budget shortfalls,1-32-3720960,2454.0,fall
answer a question below or,1-11-6405888,3075.0,below
appears to be somewhat slower,1-59-8161792,1953.0,lower
are down 0 percent since,1-15-413440,96.42,down
are expected to be down,1-43-4615936,40.0,down
are expected to fall by,1-19-5853824,70.0,fall
are expected to have fallen,1-40-3035136,1271.0,fall
are not giving you the,1-15-3881472,408.06,are not
are not included in the,1-64-8609280,35.0,are not
are not indicative of future,1-75-1792384,82.0,are not
are not owned by the,1-27-6748800,861.0,are not
as a result of lower,1-41-4623232,70.0,lower
as investors fretted about the,1-75-5260416,56.0,fretted
as low as $0 0,1-58-158080,232.0,low
as low as 0 0,1-8-6447232,330.22,low
as part of its bankruptcy,1-68-5975424,728.0,bankruptcy
as retailers confront spending slump,1-76-462080,1637.0,slump
as the global economic downturn,1-33-7072256,1123.0,down
as the global economic slowdown,1-26-6048384,821.0,down
as the stock market plunged,1-11-2711680,398.89,plunge
as the stock market suffered,1-9-7614592,394.52,suffer
at 0 0 0 down,1-9-291840,147.42,down
at a record low and,1-61-145920,30.0,low
at a record low of,1-46-5187456,80.0,low
at a slower pace in,1-59-4231680,1134.0,lower
at a slower pace than,1-28-8592256,1224.0,lower
at a slower rate than,1-73-3723392,316.0,lower
at its lowest level in,1-27-5369856,1262.0,low
at its lowest level of,1-33-4754560,1212.0,low
at its lowest level since,1-16-3528832,1282.0,low
at its lowest point since,1-17-221312,1227.0,low
at least a year dropped,1-56-6573696,45.0,drop
at least a year fell,1-16-9793664,80.0,fell
at the lowest level in,1-27-8363648,1212.0,low
at the lowest level since,1-20-7702144,1227.0,low
at their lowest levels in,1-23-6517760,1217.0,low
auto sales mean absurdly low,1-48-3742848,1593.0,low
average closed down 0 0,1-17-8392832,1564.0,down
average down 0 0 points,1-23-6320768,67.48,down
average dropped 0 0 points,1-19-4688896,75.0,drop
average dropped 0 0 to,1-22-7261952,175.1,drop
average fell 0 0 percent,1-74-1323008,40.0,fell
average fell 0 0 points,1-3-1111424,245.0,fell
average fell 0 0 to,1-3-5951104,75.0,fell
average fell more than 0,1-11-4739968,120.85,fell
average fell to its lowest,1-24-5527936,1217.0,fell
average lost 0 0 points,1-19-7028480,95.0,lost
average lost 0 0 to,1-24-5771136,35.0,lost
average of 0 industrials dropped,1-3-6753664,169.0,drop
average of 0 industrials fell,1-3-4426240,164.0,fell
average of 0 industrials lost,1-18-1006848,277.84,lost
average of 0 industrials plunged,1-21-3917952,264.34,plunge
average plummeted 0 0 points,1-19-2003968,80.48,plummet
average plunged 0 0 points,1-27-6211328,557.0,plunge
average to its lowest point,1-23-7305728,226.52,low
average tumbled 0 0 points,1-20-6410752,95.67,tumble
average was down 0 0,1-20-257792,50.0,down
bailout could hit $0b by,1-74-4664576,1520.0,hit
bank of america has fallen,1-59-8473088,1216.0,fall
bank of america plunges 0%,1-42-233472,93.0,plunge
bank of america shares declined,1-42-8657920,1725.0,declin
bank of america shares dropped,1-17-9494528,35.0,drop
bank of america shares fell,1-42-7531904,50.0,fell
bank of america spokesman declined,1-78-9620992,1715.0,declin
bank-to-bank lending rate fell to,1-77-7225472,1599.0,fell
bankruptcy court in new york,1-67-5817344,723.0,bankruptcy
bankruptcy or getting perilously close,1-59-6177280,730.0,bankruptcy
bankruptcy plan would oust ceo,1-59-8619008,1524.0,bankruptcy
bankruptcy will reopen the pandora,1-53-8263936,886.0,bankruptcy
be forced into bankruptcy protection,1-75-2672768,3414.0,bankruptcy
be over but the downturn,1-63-4577024,1103.0,down
be the thing that sinks,1-67-2925696,76.0,sink
be unaffordable for most americans,1-3-4635392,1981.0,unaffordable
bear market closing low in,1-77-6152960,1374.0,low
because of the economic downturn,1-77-882816,1118.0,down
been hit by the sharp,1-70-9406976,1252.0,hit
been hit hard by the,1-30-6386432,110.0,hit
being driven by fear of,1-66-1004416,1913.0,fear
below $0 on speculation slump,1-29-5041536,84.65,low
below 0 0 points for,1-21-6758528,116.16,low
below the 0 0 level,1-24-960640,1717.0,below
below the 0 0 mark,1-8-4885888,431.05,low
below the national average and,1-61-255360,1722.0,below
below the psychologically important 0,1-27-1909120,1734.0,below
below to quickly narrow or,1-26-6152960,238.88,low
benchmark 0-year note was down,1-44-3185920,1667.0,down
benchmark 0-year treasury note fell,1-38-2298240,1627.0,fell
benchmark s&ampp 0 index fell,1-63-1534592,2201.0,fell
big drop in stock prices,1-25-931456,143.35,drop
biggest drop since the first,1-61-9326720,30.0,drop
biggest one-day drop since the,1-9-2084224,363.54,drop
billion in debt for 0,1-78-3166464,1562.0,in debt
billion in debt for equity,1-79-440192,2449.0,in debt
billion loss in the fourth,1-24-4470016,30.0,loss
britain ftse 0 fell 0,1-38-7580544,279.0,fell
budget shortfalls due to plummeting,1-37-3166464,1289.0,plummet
buffett doubles down on derivatives,1-55-6663680,533.0,down
but are not limited to,1-57-2536576,1339.0,are not
but at a slower pace,1-50-2115840,1149.0,lower
but it could suffer a,1-60-8173952,561.0,suffer
but the downturn still needs,1-63-4168448,1138.0,down
by a sharp decline in,1-40-8597120,1262.0,declin
by growing concerns that u,1-8-8358784,259.76,concern
by rising interest rates and,1-24-8477952,40.0,risinginterest
by the collapse of the,1-36-1712128,1062.0,collapse
by the global economic downturn,1-62-7548928,1103.0,down
by the global economic slowdown,1-68-4820224,796.0,down
by the government last fall,1-74-4584320,30.0,fall
can get instant down-payment assistance,1-58-3210240,1054.0,down
capital gains and losses on,1-72-7600000,838.0,loss
carbon trading system brings windfalls,1-24-7928320,38.55,fall
cash in less than 0,1-70-6544512,60.0,less
chrysler bankruptcy plan would oust,1-59-6478848,2392.0,bankruptcy
chrysler bankruptcy will reopen the,1-52-3956864,2436.0,bankruptcy
chrysler filed for bankruptcy protection,1-73-9966336,4358.0,bankruptcy
city to lose federal funding,1-56-7867520,2343.0,lose
claims for jobless aid unexpectedly,1-77-950912,594.0,less
claims for jobless benefits fell,1-77-6464256,1715.0,fell
closed 0 0 points lower,1-24-7604864,41.67,lower
closed down 0 0 at,1-23-7232768,1504.0,down
closed down 0 0 percent,1-18-5226368,73.3,down
closed down 0 0 points,1-16-5963264,1529.0,down
clues to the country fall,1-50-440192,242.0,fall
collapse of a takeover of,1-27-5761408,1821.0,collapse
collapse of lehman brothers last,1-62-1875072,1682.0,collapse
collapse of the u s,1-16-9460480,2055.0,collapse
company posted a loss of,1-24-1342464,1590.0,loss
company posted a net loss,1-45-2794368,1555.0,loss
company profits down in quarter,1-15-9552896,160.72,down
company reported a first-quarter loss,1-75-2731136,394.0,loss
company reported a loss of,1-48-9946880,65.0,loss
company reported a net loss,1-32-6471552,90.0,loss
company to post a loss,1-59-858496,1494.0,loss
compared to a loss of,1-45-1201408,65.0,loss
compared to net loss of,1-57-9976064,50.0,loss
compared with a loss of,1-6-9217280,730.0,loss
compared with a net loss,1-16-5513344,130.0,loss
compared with a year-ago loss,1-59-5437952,275.0,loss
compared with a year-earlier loss,1-56-809856,101.0,loss
compares with a loss of,1-26-1785088,309.0,loss
composite index declined 0 0,1-17-8633600,52.13,declin
composite index dropped 0 0,1-7-5574144,133.18,drop
composite index fell 0 0,1-4-9460480,2028.0,fell
composite index was down 0,1-25-8261504,1863.0,down
concerns about the economy and,1-46-4148992,50.0,concern
concerns about the health of,1-42-4117376,60.0,concern
concerns about the impact on,1-45-8307712,40.0,concern
concerns about the u s,1-47-5605760,993.0,concern
consumers go into permanent decline,1-32-160512,727.0,declin
continue as a going concern,1-20-3638272,1414.0,concern
contraction in the first quarter,1-62-975232,397.0,contraction
contraction of about 0 0,1-67-2847872,397.0,contraction
could hit $0b by year-end,1-74-4591616,477.0,hit
country sudden fall from charmed,1-61-3665024,362.0,fall
crude for june delivery fell,1-76-6658816,1748.0,fell
crude for may delivery fell,1-56-4127104,1753.0,fell
cut down 0 lbs of,1-25-8387968,533.0,down
danger of economic fallout helps,1-67-2731136,1280.0,fall
de la prada fall winter,1-21-3399936,2306.0,fall
decline in earnings for the,1-15-4397056,508.6,declin
decline in net income in,1-18-7449216,230.46,declin
decline in profits fuel selling,1-18-4961280,153.79,declin
decline in the fourth quarter,1-46-5053696,60.0,declin
decline in the tokyo stock,1-18-5364992,508.0,declin
decline of 0 0 per,1-16-5221504,229.16,declin
decline of 0 0 percent,1-22-6182144,242.17,declin
decline of 0 0 points,1-18-2371200,248.61,declin
decline since the second quarter,1-61-8030464,35.0,declin
decline was not a record,1-61-8414720,90.0,declin
declined 0 0 per cent,1-15-2120704,42.38,declin
declined 0 0 percent from,1-18-3324544,116.45,declin
declined 0 percent in the,1-29-5051264,415.01,declin
declined 0 percent to $0,1-18-1894528,187.63,declin
declined to $0 0 billion,1-19-1887232,166.94,declin
declined to $0 0 million,1-18-5600896,176.17,declin
declined to comment on a,1-62-2908672,2876.0,declin
declined to comment on bank,1-52-7724032,2881.0,declin
declined to comment on the,1-14-4401920,3386.0,declin
declined to comment on whether,1-18-7738624,2976.0,declin
declines 0 0 to 0,1-24-1636736,176.22,declin
declines by about 0 to,1-24-5642240,267.76,declin
declining issues led advances 0,1-23-1967488,702.0,declin
declining issues outnumbered advancers by,1-24-3555584,595.0,declin
declining issues outnumbered advances by,1-3-6792576,907.0,declin
declining issues outnumbered advancing ones,1-21-4562432,69.61,declin
delivers innovative and seamless business,1-59-2259328,510.0,less
demand during an economic slowdown,1-10-1451904,1991.0,down
department said retail sales fell,1-72-9762048,1532.0,fell
don t have to worry,1-39-9105408,566.0,worry
don t think this lessens,1-62-1437312,34.0,less
dow drops 0 0 after,1-17-9747456,65.97,drop
dow drops 0 0 in,1-19-3412096,135.68,drop
dow drops by 0 0,1-18-3261312,149.48,drop
dow falls 0 0 decline,1-18-6191872,46.68,fall
dow falls 0 0 drop,1-19-3227264,37.03,drop
dow falls 0 bonds also,1-25-5143680,59.27,fall
dow falls 0 points amid,1-24-7872384,47.37,fall
dow fell 0 0 on,1-20-5369856,100.3,fell
dow fell 0 0 points,1-9-8823296,210.07,fell
dow jones industrial average declined,1-52-9003264,4853.0,declin
dow jones industrial average down,1-4-6089728,3258.0,down
dow jones industrial average dropped,1-2-9511552,3608.0,drop
dow jones industrial average drops,1-34-3275904,3456.0,drop
dow jones industrial average fall,1-11-133760,46.16,fall
dow jones industrial average falling,1-9-5885440,80.93,fall
dow jones industrial average fell,1-2-4095488,4968.0,fell
dow jones industrial average finished,1-8-4059008,265.2,shed
dow jones industrial average lost,1-3-1806976,3403.0,lost
dow jones industrial average plummeted,1-23-839040,3381.0,plummet
dow jones industrial average plummeting,1-27-1427584,3247.0,plummet
dow jones industrial average plunge,1-10-7648640,54.26,plunge
dow jones industrial average plunged,1-2-9676928,3905.0,plunge
dow jones industrial average plunging,1-21-8166656,54.29,plunging
dow jones industrial average shed,1-14-1853184,3622.0,shed
dow jones industrial average slid,1-12-8728448,3485.0,slid
dow jones industrial average slipped,1-20-4564864,3679.0,slip
dow jones industrial average slumped,1-7-1911552,49.33,slump
dow jones industrial average suffered,1-8-9244032,80.3,suffer
dow jones industrial average tumbled,1-4-1923712,3607.0,tumble
dow jones industrials down by,1-9-4533248,129.43,down
dow jones industrials down more,1-9-843904,69.87,down
dow jones industrials down nearly,1-10-6204032,44.79,down
dow jones industrials plunged 0,1-25-4326528,35.6,plunge
dow plunges 0 0 to,1-21-2383360,164.49,plunge
down $0 0 to $0,1-24-1408128,189.11,down
down 0 0 0 at,1-26-7558656,30.0,down
down 0 0 0 to,1-22-4771584,183.17,down
down 0 0 at 0,1-17-5160704,70.0,down
down 0 0 for the,1-24-6240512,406.87,down
down 0 0 pct on,1-14-690688,123.3,down
down 0 0 pct to,1-16-2439296,171.12,down
down 0 0 per cent,1-19-2843008,296.0,down
down 0 0 percent and,1-46-1330304,30.0,down
down 0 0 percent at,1-46-41344,35.0,down
down 0 0 percent from,1-4-6607744,115.0,down
down 0 0 percent in,1-45-4888320,35.0,down
down 0 0 percent on,1-21-7998848,128.32,down
down 0 0 percent to,1-22-9258624,35.0,down
down 0 0 points at,1-3-5919488,75.0,down
down 0 0 points from,1-20-4178176,124.37,down
down 0 0 points in,1-18-4110080,158.49,down
down 0 0 points last,1-18-8777088,75.02,down
down 0 0 points or,1-4-6702592,201.76,down
down 0 0 points to,1-4-9827712,45.0,down
down 0 0 to 0,1-10-6916608,188.17,down
down 0 0% for the,1-22-1349760,434.81,down
down 0 0% for year,1-15-4844544,132.79,down
down 0 0% from its,1-21-5613056,150.17,down
down 0 0% in 0,1-14-4039552,147.02,down
down 0 0% in quarter,1-14-5676288,196.97,down
down 0 at 0 0,1-19-2351744,92.42,down
down 0 lbs of fat,1-21-2937856,974.0,down
down 0 percent for the,1-26-2568192,409.84,down
down 0 percent from $0,1-18-7587840,72.0,down
down 0 percent from a,1-14-2816256,267.09,down
down 0 percent from last,1-14-5744384,147.83,down
down 0 percent from the,1-18-6748800,60.0,down
down 0 percent in the,1-16-7283840,421.49,down
down 0 percent to 0,1-16-4392192,181.14,down
down 0 percent to us$0,1-15-6345088,184.06,down
down 0 to 0 0,1-23-3329408,188.17,down
down 0% in first quarter,1-16-1918848,169.23,down
down 0% in quarter 0-month,1-15-532608,144.88,down
down 0% in quarter little,1-15-420736,143.56,down
down 0% tomorrow like my,1-18-6546944,467.0,down
down by 0 0% earnings,1-16-7249792,110.55,down
down by 0 0% in,1-30-7911296,204.19,down
down by more than 0%,1-66-1838592,352.0,down
down from $0 0 billion,1-22-2317696,82.0,down
down from $0 0 earlier,1-21-8935168,109.82,down
down from $0 0 in,1-19-3446144,196.3,down
down from $0 0 million,1-5-5277440,122.0,down
down from $0 million in,1-20-9316992,67.0,down
down from 0 0 billion,1-19-7655936,45.0,down
down from 0 0 in,1-20-372096,35.0,down
down from 0 0 million,1-4-5486592,115.0,down
down from 0 0 percent,1-14-5367424,182.93,down
down from 0 0 yen,1-19-5727360,184.1,down
down from a profit of,1-57-4348416,85.0,down
down more than 0 percent,1-68-8905984,30.0,down
down more than 0 points,1-19-3159168,100.0,down
down nearly 0 points at,1-24-8935168,89.36,down
down nearly 0 points in,1-25-4555136,141.02,down
down the price of pork,1-66-5907328,136.0,down
down the value of carmakers’,1-18-7558656,527.54,down
down the value of its,1-36-8837888,75.0,down
down the value of the,1-32-4890752,35.0,down
down the value of their,1-63-9426432,30.0,down
downturn in the economy already,1-61-7655936,1108.0,down
drop in earnings for the,1-16-7602432,503.95,drop
drop in first-quarter profit tuesday,1-52-3042432,414.0,drop
drop in global economic activity,1-67-3412096,1136.0,drop
drop in net income for,1-18-5532800,224.16,drop
drop in prices came even,1-66-992256,65.0,drop
drop in profits for the,1-19-2753024,488.77,drop
drop in quarterly profit and,1-40-8988672,1096.0,drop
drop in revenue generated by,1-66-987392,470.0,drop
drop in stock prices on,1-21-7347072,216.01,drop
drop in the dow jones,1-10-3589632,450.98,drop
drop in the dow was,1-9-3198080,489.95,drop
drop in the first quarter,1-60-7118464,35.0,drop
drop in the stock market,1-21-8203136,428.42,drop
drop of 0 0 percent,1-6-2410112,302.52,drop
drop of 0 0 points,1-18-7064960,248.96,drop
drop of 0 0% in,1-18-8215296,340.86,drop
drop of more than 0,1-17-6923904,291.01,drop
dropped 0 0 0 to,1-20-6520192,167.74,drop
dropped 0 0 percent and,1-18-6155392,263.65,drop
dropped 0 0 percent compared,1-15-3857152,51.57,drop
dropped 0 0 percent in,1-6-3348864,231.62,drop
dropped 0 0 percent to,1-21-2363904,45.0,drop
dropped 0 0 points to,1-4-476672,55.0,drop
dropped 0 0 to 0,1-4-5185024,85.0,drop
dropped 0 percent in the,1-14-8584960,451.06,drop
dropped 0 percent to $0,1-28-70528,168.68,drop
dropped sharply in the final,1-22-1488384,419.57,drop
dropped to 0 0 percent,1-9-8280960,250.71,drop
drops 0 0 points nasdaq,1-23-1894528,36.62,drop
drops 0 0% in quarter,1-18-7434624,129.94,drop
drops off cliff should gov,1-45-7665664,487.0,drop
due to a drop in,1-78-1123584,40.0,drop
due to a slowdown in,1-19-3857152,417.77,down
due to plummeting income tax,1-35-1821568,1625.0,plummet
due to the weak economy,1-27-802560,1268.0,weak
earnings dropped 0 0 percent,1-19-1028736,52.98,drop
earnings fell 0 0 percent,1-17-3803648,104.73,fell
earnings were down 0 0,1-15-9295104,82.68,down
easier to see the negatives,1-34-5221504,904.0,negative
economy lost about $0 million,1-67-2845440,55.0,lost
education may soon be unaffordable,1-3-4628096,1100.0,unaffordable
embody american spirit when facing,1-74-5211776,1889.0,facing
ended down 0 0 points,1-20-8229888,74.27,down
euro and fell against the,1-78-875520,979.0,fell
expected a drop of 0,1-62-189696,35.0,drop
expected a loss of 0,1-59-1875072,30.0,loss
expected to fall by 0,1-55-795264,515.0,fall
expected to have fallen 0,1-56-3757440,1211.0,fall
expected to have fallen by,1-54-1921280,1206.0,fall
expected to have fallen to,1-48-8784384,1211.0,fall
expected to hit 0 percent,1-78-9431296,30.0,hit
expected to post a loss,1-63-8244480,1484.0,loss
expected to report a loss,1-41-5892736,65.0,loss
fall from charmed to challenged,1-37-2169344,569.0,fall
fall in the dollar value,1-18-4574592,428.34,fall
falling home prices and cheaper,1-74-1639168,509.0,fall
falls below $0 on possible,1-46-1972352,2350.0,fall
fear is taking an economic,1-67-2682496,1056.0,fear
fear of a pandemic has,1-66-1091968,1122.0,fear
fear of the flu is,1-66-3930112,1268.0,fear
fear of what could happen,1-67-2237440,1963.0,fear
fears that the government would,1-73-4336256,1209.0,fear
fears that the u s,1-46-5182592,2172.0,fear
fears that the united states,1-71-4946688,1249.0,fear
fell $0 0 to $0,1-9-3489920,210.43,fell
fell $0 0 to close,1-16-7677824,167.96,fell
fell 0 0 0 to,1-27-6481280,30.0,fell
fell 0 0 cents to,1-21-556928,183.05,fell
fell 0 0 per cent,1-3-3463168,250.18,fell
fell 0 0 percent and,1-75-8144768,30.0,fell
fell 0 0 percent at,1-13-1692672,96.71,fell
fell 0 0 percent from,1-3-2991360,194.25,fell
fell 0 0 percent in,1-5-5698176,75.0,fell
fell 0 0 percent last,1-68-8183680,75.0,fell
